Tree	Node A-upos	Node B-upos	Node C-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
AUX <cop NOUN >nmod ADJ	AUX	NOUN	ADJ	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=AUX]; C [upos=ADJ]; B -[cop]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DAUX%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bcop%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (NOUN >nmod ADJ)	NOUN	NOUN	ADJ	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=ADJ]; A -[nmod]-> B; B -[nmod]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >conj (CCONJ <cc DET)	NOUN	CCONJ	DET	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=DET]; B [upos=CCONJ]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
(ADP <case NOUN) <nmod NOUN	ADP	NOUN	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=NOUN]; A [upos=ADP]; C -[nmod]-> B; B -[case]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
(ADJ >expl PRON) <amod NOUN	ADJ	PRON	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=ADJ]; B [upos=PRON]; C -[amod]-> A; A -[expl]-> B; C >> A; A << B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DPRON%5D%3B%20C%20-%5Bamod%5D-%3E%20A%3B%20A%20-%5Bexpl%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
SCONJ <mark NOUN >orphan NOUN	SCONJ	NOUN	NOUN	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=SCONJ]; C [upos=NOUN]; B -[mark]-> A; B -[orphan]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSCONJ%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20-%5Bmark%5D-%3E%20A%3B%20B%20-%5Borphan%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod PRON >punct PUNCT	NOUN	PRON	PUNCT	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=PRON]; C [upos=PUNCT]; A -[nmod]-> B; A -[punct]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPRON%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bpunct%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nummod (NOUN <nmod NUM)	NOUN	NOUN	NUM	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=NUM]; B [upos=NOUN]; A -[nummod]-> C; C -[nmod]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20A%20-%5Bnummod%5D-%3E%20C%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nummod (NOUN <amod NUM)	NOUN	NOUN	NUM	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=NUM]; B [upos=NOUN]; A -[nummod]-> C; C -[amod]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20A%20-%5Bnummod%5D-%3E%20C%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
(DET >fixed SCONJ) <advmod NOUN	DET	SCONJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=SCONJ]; C -[advmod]-> A; A -[fixed]-> B; C >> A; A << B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DSCONJ%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod PROPN >nmod PROPN	NOUN	PROPN	PROPN	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=PROPN]; C [upos=PROPN]; A -[nmod]-> B; A -[nmod]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
ADV <advcl ADP <case NOUN	ADV	ADP	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=ADV]; B [upos=ADP]; C -[advcl]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Badvcl%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
(ADJ <amod ADJ) <amod NOUN	ADJ	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=ADJ]; C -[amod]-> B; B -[amod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
CCONJ <cc NOUN >orphan ADV	CCONJ	NOUN	ADV	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=CCONJ]; C [upos=ADV]; B -[cc]-> A; B -[orphan]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20-%5Bcc%5D-%3E%20A%3B%20B%20-%5Borphan%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod NOUN >nummod NUM	NOUN	NOUN	NUM	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=NUM]; A -[nmod]-> B; A -[nummod]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bnummod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >fixed VERB >fixed ADV	NOUN	VERB	ADV	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=VERB]; C [upos=ADV]; A -[fixed]-> B; A -[fixed]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DVERB%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20A%20-%5Bfixed%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
DET <det NOUN >case ADP	DET	NOUN	ADP	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=DET]; C [upos=ADP]; B -[det]-> A; B -[case]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
PUNCT <punct X <amod NOUN	PUNCT	X	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=X]; C -[punct]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DX%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
CCONJ <cc ADJ <advmod NOUN	CCONJ	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=ADJ]; C -[cc]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (NOUN >nmod PRON)	NOUN	NOUN	PRON	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=PRON]; A -[nmod]-> B; B -[nmod]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
PROPN <nmod NOUN >nmod PROPN	PROPN	NOUN	PROPN	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=PROPN]; C [upos=PROPN]; B -[nmod]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(NUM >nmod NOUN) <nummod NOUN	NUM	NOUN	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=NUM]; B [upos=NOUN]; C -[nummod]-> A; A -[nmod]-> B; C >> A; A << B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bnummod%5D-%3E%20A%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (NOUN >amod ADJ)	NOUN	NOUN	ADJ	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=ADJ]; A -[nmod]-> B; B -[amod]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bamod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (X >flat:name X)	NOUN	X	X	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=X]; C [upos=X]; A -[nmod]-> B; B -[flat:name]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DX%5D%3B%20C%20%5Bupos%3DX%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bflat%3Aname%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(NUM <nummod NOUN) <nmod NOUN	NUM	NOUN	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=NOUN]; A [upos=NUM]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
NOUN >conj (CCONJ <cc PROPN)	NOUN	CCONJ	PROPN	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=PROPN]; B [upos=CCONJ]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
X <dep ADJ <amod NOUN	X	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=X]; B [upos=ADJ]; C -[dep]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DX%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bdep%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
X <dep ADP <case NOUN	X	ADP	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=X]; B [upos=ADP]; C -[dep]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DX%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bdep%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
SYM <cc NUM <nummod NOUN	SYM	NUM	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=SYM]; B [upos=NUM]; C -[cc]-> A; C -[nummod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSYM%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod NUM >punct PUNCT	NOUN	NUM	PUNCT	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NUM]; C [upos=PUNCT]; A -[nmod]-> B; A -[punct]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bpunct%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(DET <det ADJ) <amod NOUN	DET	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=DET]; C -[amod]-> B; B -[det]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
CCONJ <cc:preconj ADP <case NOUN	CCONJ	ADP	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=ADP]; C -[cc:preconj]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcc%3Apreconj%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (PROPN >amod ADJ)	NOUN	PROPN	ADJ	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=PROPN]; C [upos=ADJ]; A -[nmod]-> B; B -[amod]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bamod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(X >fixed X) <amod NOUN	X	X	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=X]; B [upos=X]; C -[amod]-> A; A -[fixed]-> B; C >> A; A << B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DX%5D%3B%20B%20%5Bupos%3DX%5D%3B%20C%20-%5Bamod%5D-%3E%20A%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
